Ingredient code,Ingredient description,ingredient_clean,taxon_clean,Similarity,Level.code,taxon.food.description
11367,"Potatoes, boiled, cooked without skin, flesh, without salt",boiled salt potato without cooked flesh skin,potato without fried white skin cheese,0.616,71410,White potato skins fried with or without cheese
11371,"Potatoes, mashed, home-prepared, whole milk and margarine added",milk added potato margarine whole prepared mashed home,potato mashed white,0.535,71501,White potato mashed
11378,"Potatoes, mashed, dehydrated, flakes without milk, dry form",milk dry potato dehydrated without flake mashed,dehydrated ground pork,0.565,220,Pork NFS ground dehydrated
11379,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",milk added potato dehydrated flake without prepared whole mashed butter from,dehydrated ground pork,0.503,220,Pork NFS ground dehydrated
11391,"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",canola potato pan brown prepared fried frozen plain oil hash,potato brown white hash,0.56,71405,White potato hash brown
11398,"Potato puffs, frozen, unprepared",potato puff unprepared frozen,potato puff white,0.571,71204,White potato puffs
11403,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",processing oven salt added potato type all prepared fried frozen heated french home,potato fry white meat french cheese,0.496,71402,White potato french fries with cheese or meat
11413,Potato flour,potato flour,potato soup,0.613,718,Potato soups
11417,"Pumpkin flowers, cooked, boiled, drained, without salt",boiled salt without drained flower cooked pumpkin,pumpkin cooked,0.642,73201,Pumpkin cooked
11422,"Pumpkin, raw",pumpkin raw,pumpkin,0.948,43101,Pumpkin
11423,"Pumpkin, cooked, boiled, drained, without salt",boiled salt without drained cooked pumpkin,pumpkin cooked,0.704,73201,Pumpkin cooked
11424,"Pumpkin, canned, without salt",pumpkin canned without salt,pumpkin,0.717,43101,Pumpkin
11429,"Radishes, raw",radish raw,radish,0.919,75227,Radish
11431,"Radishes, oriental, cooked, boiled, drained, without salt",boiled salt without drained radish cooked oriental,plantain boiled fried,0.464,7190,Plantain fried or boiled
11435,"Rutabagas, raw",raw rutabaga,rutabaga,0.954,75228,Rutabaga
11436,"Rutabagas, cooked, boiled, drained, without salt",boiled salt without drained rutabaga cooked,rutabaga,0.633,75228,Rutabaga
11438,"Salsify, cooked, boiled, drained, without salt",boiled salsify salt without drained cooked,salsify,0.673,75229,Salsify
11439,"Sauerkraut, canned, solids and liquids",sauerkraut canned solid liquid,sauerkraut,0.751,75230,Sauerkraut
11442,"Seaweed, agar, raw",agar seaweed raw,seaweed,0.802,75232,Seaweed
11444,"Seaweed, irishmoss, raw",seaweed raw irishmoss,seaweed,0.583,75232,Seaweed
11445,"Seaweed, kelp, raw",kelp seaweed raw,seaweed,0.751,75232,Seaweed
11446,"Seaweed, laver, raw",seaweed raw laver,seaweed,0.802,75232,Seaweed
11453,"Soybeans, mature seeds, sprouted, cooked, steamed",sprouted steamed mature soybean cooked seed,soybean meal,0.522,41422,Soybean meal
11457,"Spinach, raw",raw spinach,spinach,0.921,72125,Spinach
11458,"Spinach, cooked, boiled, drained, without salt",boiled salt spinach without drained cooked,noodle cooked spinach,0.564,56114,Noodles cooked spinach
11461,"Spinach, canned, regular pack, drained solids",regular spinach drained solid canned pack,spinach,0.54,72125,Spinach
11463,"Spinach, frozen, chopped or leaf, unprepared",chopped spinach frozen unprepared leaf,spinach,0.493,72125,Spinach
11464,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",boiled chopped spinach without drained salt cooked frozen leaf,noodle cooked spinach,0.491,56114,Noodles cooked spinach
11468,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",boiled straightneck salt crookneck without drained cooked squash summer,chicken neck rib,0.365,2418,Chicken neck or ribs
11471,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",straightneck salt crookneck without drained squash summer solid canned,chicken neck rib,0.36,2418,Chicken neck or ribs
11474,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",boiled straightneck salt crookneck without drained cooked squash frozen summer,chicken neck rib,0.364,2418,Chicken neck or ribs
11477,"Squash, summer, zucchini, includes skin, raw",squash zucchini summer includes skin raw,milk zucchini,0.551,75612,Zucchini with milk
11478,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",boiled salt without drained cooked squash zucchini summer includes skin,milk zucchini,0.485,75612,Zucchini with milk
11480,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",boiled salt without drained cooked squash zucchini summer frozen includes skin,milk zucchini,0.478,75612,Zucchini with milk
11491,"Squash, winter, hubbard, cooked, boiled, mashed, without salt",boiled salt without cooked squash mashed hubbard winter,mashed winter squash,0.71,73301,Squash winter mashed
11493,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",spaghetti boiled salt without drained cooked squash baked winter,winter baked squash,0.649,73303,Squash winter baked
11502,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",lima boiled corn salt without drained cooked frozen succotash,bean lima corn,0.409,75301,Beans lima corn
11506,"Sweet potato leaves, cooked, steamed, without salt",salt steamed potato without cooked leaf sweet,potato sweet,0.611,734,Sweet potatoes
11507,"Sweet potato, raw, unprepared",potato raw sweet unprepared,potato sweet,0.679,734,Sweet potatoes
11508,"Sweet potato, cooked, baked in skin, flesh, without salt",salt potato without cooked flesh baked skin sweet,potato without fried white skin cheese,0.604,71410,White potato skins fried with or without cheese
11510,"Sweet potato, cooked, boiled, without skin",boiled potato without cooked skin sweet,potato boiled sweet,0.757,73405,Sweet potato boiled
11512,"Sweet potato, canned, vacuum pack",potato vacuum canned sweet pack,potato canned sweet,0.649,73407,Sweet potato canned
11518,"Taro, raw",raw taro,leaf taro,0.584,72126,Taro leaves
11519,"Taro, cooked, without salt",without cooked taro salt,potato without fried white skin cheese,0.439,71410,White potato skins fried with or without cheese
11520,"Taro leaves, raw",raw leaf taro,leaf taro,0.912,72126,Taro leaves
11527,"Tomatoes, green, raw",raw tomato green,tomato green,0.939,74102,Tomatoes green
11529,"Tomatoes, red, ripe, raw, year round average",average ripe tomato red year raw round,raw tomato,0.541,741,Tomatoes raw
11530,"Tomatoes, red, ripe, cooked",ripe cooked tomato red,cooked tomato,0.804,742,Tomatoes cooked
11531,"Tomatoes, red, ripe, canned, packed in tomato juice",ripe packed juice tomato red canned,juice tomato,0.653,743,Tomato juices
11533,"Tomatoes, red, ripe, canned, stewed",ripe tomato stewed red canned,stewed canned tomato,0.877,74204,Tomatoes stewed or canned
11540,"Tomato juice, canned, with salt added",added salt juice tomato canned,juice tomato,0.714,743,Tomato juices
11546,"Tomato products, canned, paste, without salt added",salt added without product tomato paste canned,stewed canned tomato,0.53,74204,Tomatoes stewed or canned
11547,"Tomato products, canned, puree, without salt added",salt added without product tomato puree canned,stewed canned tomato,0.479,74204,Tomatoes stewed or canned
11549,"Tomato products, canned, sauce",sauce canned product tomato,sauce tomato,0.712,744,Tomato sauces
11557,"Tomato products, canned, sauce, with onions, green peppers, and celery",pepper celery product green onion tomato sauce canned,onion pepper green,0.645,75307,Green peppers and onions
11564,"Turnips, raw",raw turnip,turnip,0.927,75234,Turnip
11565,"Turnips, cooked, boiled, drained, without salt",boiled salt without drained cooked turnip,turnip,0.538,75234,Turnip
11567,"Turnips, frozen, cooked, boiled, drained, without salt",boiled salt without drained cooked frozen turnip,turnip,0.498,75234,Turnip
11569,"Turnip greens, cooked, boiled, drained, without salt",boiled salt without drained cooked green turnip,turnip green,0.619,72128,Turnip greens
11575,"Turnip greens, frozen, cooked, boiled, drained, without salt",boiled salt without drained cooked green frozen turnip,turnip green,0.589,72128,Turnip greens
11577,"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",boiled salt without drained cooked green frozen turnip,turnip green,0.589,72128,Turnip greens
11578,"Vegetable juice cocktail, canned",juice canned cocktail vegetable,cocktail,0.679,933,Cocktails
11581,"Vegetables, mixed, canned, drained solids",drained solid vegetable canned mixed,mixed vegetable,0.716,75311,Mixed vegetables
11584,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",boiled salt without drained cooked frozen vegetable mixed,mixed vegetable,0.62,75311,Mixed vegetables
11588,"Waterchestnuts, chinese, (matai), raw",chinese raw matai waterchestnuts,chestnut,0.614,42105,Chestnuts
11590,"Waterchestnuts, chinese, canned, solids and liquids",chinese liquid solid waterchestnuts canned,chestnut,0.55,42105,Chestnuts
11591,"Watercress, raw",watercress raw,watercress,0.949,72130,Watercress
11594,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",chinese boiled salt without drained preserving waxgourd cooked melon,potato without fried white skin cheese,0.352,71410,White potato skins fried with or without cheese
11602,"Yam, cooked, boiled, drained, or baked, without salt",boiled salt without drained cooked yam baked,potato boiled baked white,0.52,711,White potatoes baked and boiled
11603,"Yambean (jicama), raw",jicama raw yambean,lamb,0.318,230,Lamb NFS
11609,"Beets, pickled, canned, solids and liquids",pickled beet liquid solid canned,beef pickled,0.572,21002,Beef pickled
11641,"Squash, summer, all varieties, raw",variety all squash summer raw,squash,0.564,75233,Squash
11642,"Squash, summer, all varieties, cooked, boiled, drained, without salt",variety boiled salt without drained all cooked squash summer,squash,0.432,75233,Squash
11643,"Squash, winter, all varieties, raw",variety all squash winter raw,winter raw squash,0.795,73302,Squash winter raw
11644,"Squash, winter, all varieties, cooked, baked, without salt",variety salt without all cooked squash baked winter,winter baked squash,0.72,73303,Squash winter baked
11655,"Carrot juice, canned",juice canned carrot,juice carrot,0.88,73105,Carrot juice
11657,"Potatoes, mashed, home-prepared, whole milk added",milk added potato whole prepared mashed home,potato mashed white,0.591,71501,White potato mashed
11663,"Seaweed, agar, dried",agar seaweed dried,seaweed,0.747,75232,Seaweed
11667,"Seaweed, spirulina, dried",dried seaweed spirulina,seaweed,0.566,75232,Seaweed
11669,"Seaweed, wakame, raw",seaweed wakame raw,seaweed,0.663,75232,Seaweed
11670,"Peppers, hot chili, green, raw",pepper chili green raw hot,onion pepper green,0.646,75307,Green peppers and onions
11674,"Potatoes, baked, flesh and skin, without salt",salt potato without flesh baked skin,potato without fried white skin cheese,0.64,71410,White potato skins fried with or without cheese
11724,"Beans, snap, yellow, cooked, boiled, drained, without salt",boiled salt bean drained yellow without cooked snap,bean yellow string,0.477,75206,Beans string yellow
11729,"Beans, snap, green, canned, no salt added, drained solids",salt added bean drained green solid canned snap,bean canned white,0.465,411012,White beans canned
11732,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",boiled salt bean drained yellow without cooked frozen snap,bean yellow string,0.453,75206,Beans string yellow
11735,"Beets, canned, no salt added, solids and liquids",added salt beet liquid solid canned,agave liquid,0.444,91109,Agave liquid
11758,"Carrots, canned, no salt added, solids and liquids",added salt liquid solid carrot canned,canned carrot,0.598,73103,Carrots canned
11771,"Corn, sweet, yellow, canned, no salt added, solids and liquids",corn salt added yellow liquid solid canned sweet,potato canned sweet,0.414,73407,Sweet potato canned
11812,"Peas, green, canned, no salt added, solids and liquids",added pea salt green liquid solid canned,green pea,0.441,75224,Peas green
11819,"Peppers, hot chili, red, raw",pepper chili red raw hot,pepper,0.68,75226,Peppers
11820,"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",excluding pepper chili liquid seed solid red canned hot,fruit berry excluding,0.481,631,Fruits excluding berries
11821,"Peppers, sweet, red, raw",raw pepper sweet red,pepper,0.758,75226,Peppers
11823,"Peppers, sweet, red, cooked, boiled, drained, without salt",boiled pepper salt without drained cooked red sweet,potato boiled sweet,0.505,73405,Sweet potato boiled
11833,"Potatoes, boiled, cooked without skin, flesh, with salt",boiled salt potato without cooked flesh skin,potato without fried white skin cheese,0.616,71410,White potato skins fried with or without cheese
11885,"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",salt added ripe packed juice tomato red canned,juice tomato,0.572,743,Tomato juices
11886,"Tomato juice, canned, without salt added",salt added without juice tomato canned,juice tomato,0.651,743,Tomato juices
11888,"Tomato products, canned, puree, with salt added",salt added product tomato puree canned,grain product,0.506,5,Grain Product
11901,"Corn, sweet, white, cooked, boiled, drained, without salt",boiled corn salt without drained cooked white sweet,potato boiled white,0.517,71103,White potatoes boiled
11905,"Corn, sweet, white, canned, whole kernel, drained solids",corn drained whole white kernel solid canned sweet,bean canned white,0.531,411012,White beans canned
11906,"Corn, sweet, white, canned, cream style, regular pack",style corn regular white cream canned sweet pack,bean canned white,0.479,411012,White beans canned
11911,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",boiled cut corn salt without drained white frozen kernel cob off sweet,potato without fried white skin cheese,0.445,71410,White potato skins fried with or without cheese
11917,"Peppers, sweet, red, frozen, chopped, unprepared",pepper chopped frozen unprepared red sweet,pepper,0.631,75226,Peppers
11932,"Beans, snap, yellow, canned, regular pack, drained solids",regular bean drained yellow solid canned snap pack,bean yellow string,0.461,75206,Beans string yellow
11935,Catsup,catsup,tomato catsup,0.812,74401,Tomato catsup
11937,"Pickles, cucumber, dill or kosher dill",pickle cucumber dill kosher,cucumber corn,0.588,75216,Corn or cucumber
11940,"Pickles, cucumber, sweet (includes bread and butter pickles)",cucumber bread butter pickle includes sweet,salad cucumber,0.565,75142,Cucumber salad
11941,"Pickles, cucumber, sour",pickle cucumber sour,cucumber corn,0.718,75216,Corn or cucumber
11943,"Pimento, canned",pimento canned,pimento cheese,0.75,14411,Cheese pimento
11945,"Pickle relish, sweet",pickle relish sweet,excluding relish olive pickle tomato,0.562,755,Olives pickles relishes excluding tomatoes
11946,"Pickles, cucumber, sour, low sodium",cucumber sour pickle sodium low,cucumber corn,0.63,75216,Corn or cucumber
11948,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",cucumber bread butter pickle includes sodium low sweet,salad cucumber,0.537,75142,Cucumber salad
11949,"Catsup, low sodium",catsup sodium low,tomato catsup,0.629,74401,Tomato catsup
11952,"Radicchio, raw",raw radicchio,radicchio,0.959,72124,Radicchio
11954,"Tomatillos, raw",raw tomatillo,raw tomato,0.666,741,Tomatoes raw
11955,"Tomatoes, sun-dried",dried sun tomato,dried tomato,0.874,74206,Tomatoes dried
11957,"Fennel, bulb, raw",fennel raw bulb,christophine fennel celery,0.378,75215,Celery fennel or christophine
11959,"Arugula, raw",arugula raw,salad dressing regular,0.274,831,Regular salad dressings
11962,"Peppers, hot chile, sun-dried",pepper dried chile sun hot,pepper,0.634,75226,Peppers
11963,"Nopales, raw",raw nopales,ale beer,0.278,931,Beers and ales
11964,"Nopales, cooked, without salt",without nopales cooked salt,potato without fried white skin cheese,0.353,71410,White potato skins fried with or without cheese
11965,"Cauliflower, green, raw",cauliflower raw green,cauliflower,0.886,75214,Cauliflower
11967,"Cauliflower, green, cooked, no salt added",added salt cauliflower cooked green,cauliflower,0.761,75214,Cauliflower
11969,"Broccoli, chinese, cooked",chinese cooked broccoli,broccoli,0.748,7220,Broccoli
11974,"Grape leaves, raw",raw grape leaf,grape,0.736,63123,Grapes
11976,"Pepper, banana, raw",banana raw pepper,banana,0.712,62107,Banana
11977,"Peppers, serrano, raw",raw pepper serrano,pepper,0.701,75226,Peppers
11979,"Peppers, jalapeno, raw",raw jalapeno pepper,celery chile jalapeno,0.642,75410,Celery chiles or jalapeno
11983,"Pickles, chowchow, with cauliflower onion mustard, sweet",cauliflower chowchow onion pickle mustard sweet,cauliflower,0.581,75214,Cauliflower
11994,"Broccoli, chinese, raw",chinese raw broccoli,broccoli,0.772,7220,Broccoli
12014,"Seeds, pumpkin and squash seed kernels, dried",dried squash kernel seed pumpkin,pumpkin,0.593,43101,Pumpkin
12016,"Seeds, pumpkin and squash seed kernels, roasted, without salt",salt without squash kernel seed pumpkin roasted,pumpkin,0.513,43101,Pumpkin
12023,"Seeds, sesame seeds, whole, dried",sesame seed whole dried,sesame seed,0.794,43103,Sesame seeds
12029,"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",salt added without decorticated toasted kernel seed sesame,sesame seed,0.515,43103,Sesame seeds
12036,"Seeds, sunflower seed kernels, dried",kernel seed dried sunflower,sunflower,0.728,43102,Sunflower
12037,"Seeds, sunflower seed kernels, dry roasted, without salt",dry salt without sunflower kernel seed roasted,sunflower,0.626,43102,Sunflower
12061,"Nuts, almonds",almond nut,almond,0.898,42100,Almonds NFS
12062,"Nuts, almonds, blanched",almond nut blanched,almond,0.661,42100,Almonds NFS
12063,"Nuts, almonds, dry roasted, without salt added",dry nut salt added without almond roasted,almond,0.523,42100,Almonds NFS
12065,"Nuts, almonds, oil roasted, without salt added",nut salt added without almond oil roasted,almond,0.53,42100,Almonds NFS
12071,"Nuts, almond paste",paste almond nut,almond,0.765,42100,Almonds NFS
12078,"Nuts, brazilnuts, dried, unblanched",dried nut unblanched brazilnuts,brazil nut,0.633,42102,Brazil nuts
12085,"Nuts, cashew nuts, dry roasted, without salt added",dry nut salt added without roasted cashew,cashew nut,0.621,42104,Cashew nuts
12104,"Nuts, coconut meat, raw",meat nut raw coconut,coconut,0.845,42106,Coconuts
12109,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",nut coconut dried desiccated sweetened meat packaged flaked,coconut,0.427,42106,Coconuts
12116,"Nuts, coconut cream, canned, sweetened",nut coconut sweetened cream canned,pie coconut cream,0.664,53343,Pie coconut cream
12117,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",milk nut coconut liquid water meat grated raw from expressed,coconut,0.451,42106,Coconuts
12119,"Nuts, coconut water (liquid from coconuts)",nut coconut liquid water from,coconut,0.662,42106,Coconuts
12120,"Nuts, hazelnuts or filberts",filbert nut hazelnut,hazelnut,0.787,42107,Hazelnuts
12142,"Nuts, pecans",pecan nut,pecan,0.858,42112,Pecans
12147,"Nuts, pine nuts, dried",pine nut dried,nut pine,0.751,42113,Pine nuts
12152,"Nuts, pistachio nuts, dry roasted, without salt added",dry nut salt pistachio without added roasted,nut pistachio,0.689,42114,Pistachio nuts
12154,"Nuts, walnuts, black, dried",dried black nut walnut,walnut,0.782,42116,Walnuts
12155,"Nuts, walnuts, english",english nut walnut,walnut,0.747,42116,Walnuts
12166,"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",type common most butter toasted seed tahini kernel sesame roasted from,veal roasted,0.439,2321,Veal roasted
12167,"Nuts, chestnuts, european, roasted",european roasted chestnut nut,chestnut,0.689,42105,Chestnuts
12179,"Nuts, coconut meat, dried (desiccated), sweetened, shredded",nut coconut dried desiccated sweetened meat shredded,coconut,0.437,42106,Coconuts
12201,"Seeds, sesame seed kernels, dried (decorticated)",dried decorticated kernel seed sesame,sesame seed,0.587,43103,Sesame seeds
12220,"Seeds, flaxseed",seed flaxseed,flaxseed cottonseed,0.831,82103,Cottonseed or flaxseed
12565,"Nuts, almonds, oil roasted, with salt added",nut salt added almond oil roasted,almond,0.602,42100,Almonds NFS
12588,"Nuts, cashew butter, plain, with salt added",nut salt added butter plain cashew,butter cashew,0.74,42201,Cashew butter
12632,"Nuts, macadamia nuts, dry roasted, with salt added",dry nut salt added macadamia roasted,macadamia nut,0.765,42109,Macadamia nuts
12695,"Nuts, almond butter, plain, with salt added",nut salt added almond butter plain,butter almond,0.746,42200,Almond butter
13020,"Beef, retail cuts, separable fat, cooked",cut separable beef retail cooked fat,beef cut,0.527,21000,Beef NS cut
13068,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",flank 0 lean separable beef choice trimmed fat steak raw,beef steak,0.49,211,Beef steak
13069,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",flank 0 lean separable beef choice trimmed cooked fat braised steak,beef steak,0.458,211,Beef steak
13148,"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",lean separable beef choice cooked fat shortribs braised rib,beef neckbones oxtail short head rib,0.404,213,Beef oxtails neckbones short ribs head
13150,"Beef, rib, shortribs, separable lean only, choice, cooked, braised",lean separable beef choice cooked shortribs braised rib,beef neckbones oxtail short head rib,0.404,213,Beef oxtails neckbones short ribs head
13317,"Beef, ground, patties, frozen, cooked, broiled",beef cooked frozen broiled patty ground,veal ground patty,0.593,2322,Veal ground or patty
13320,"Beef, variety meats and by-products, brain, cooked, simmered",variety brain beef cooked product by meat simmered,variety meat other,0.519,2517,Other variety meats
13322,"Beef, variety meats and by-products, heart, cooked, simmered",variety beef cooked product by heart meat simmered,variety meat other,0.546,2517,Other variety meats
13324,"Beef, variety meats and by-products, kidneys, cooked, simmered",variety beef cooked product by meat kidney simmered,bean kidney red,0.532,41106,Red kidney beans
13326,"Beef, variety meats and by-products, liver, cooked, braised",variety beef cooked product by meat braised liver,variety meat other,0.504,2517,Other variety meats
13327,"Beef, variety meats and by-products, liver, cooked, pan-fried",variety beef pan cooked product fried by meat liver,variety meat other,0.543,2517,Other variety meats
13340,"Beef, variety meats and by-products, tongue, cooked, simmered",variety tongue beef cooked product by meat simmered,variety meat other,0.486,2517,Other variety meats
13341,"Beef, variety meats and by-products, tripe, raw",variety beef product by meat tripe raw,variety meat other,0.56,2517,Other variety meats
13345,"Beef, cured, breakfast strips, cooked",cured beef strip cooked breakfast,pastry breakfast,0.628,5350,Breakfast pastry NS
13347,"Beef, cured, corned beef, brisket, cooked",cured corned beef cooked brisket,sandwich corned beef roast meat stew steak brisket,0.614,214,Beef roasts stew meat corned beef beef brisket sandwich steaks
13348,"Beef, cured, corned beef, canned",beef canned cured corned,tuna pasta beef corned,0.557,58140,Pasta with tuna or corned beef
13350,"Beef, cured, dried",dried beef cured,beef fried,0.664,21003,Beef NS fried
13355,"Beef, cured, pastrami",beef cured pastrami,pastrami item dried beef other bacon,0.587,216,Other beef items beef bacon dried beef pastrami
13364,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",of cut 0 lean separable composite beef retail trimmed all cooked fat grade,cereal cooked grain,0.376,576,Cereal grains not cooked
13367,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",0 lean separable beef whole all trimmed cooked fat braised brisket grade,sandwich corned beef roast meat stew steak brisket,0.459,214,Beef roasts stew meat corned beef beef brisket sandwich steaks
13368,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",0 lean separable beef whole all trimmed cooked fat braised brisket grade,sandwich corned beef roast meat stew steak brisket,0.459,214,Beef roasts stew meat corned beef beef brisket sandwich steaks
13382,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",0 lean blade separable beef roast trimmed all cooked fat braised chuck grade,cereal cooked grain,0.388,576,Cereal grains not cooked
13424,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",0 lean separable beef roast tip trimmed all cooked fat roasted round grade,veal roasted,0.509,2321,Veal roasted
13451,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",0 lean separable sirloin beef top trimmed all cooked fat broiled steak grade,beef steak,0.412,211,Beef steak
13454,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",0 lean separable sirloin beef top trimmed all cooked fat broiled steak grade,beef steak,0.412,211,Beef steak
13491,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",0 grilled lean separable beef top trimmed all cooked fat steak round grade boneless,beef steak,0.401,211,Beef steak
13796,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",of cut lean separable composite beef 18 retail trimmed all cooked fat grade,cereal cooked grain,0.37,576,Cereal grains not cooked
13810,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",lean separable 18 beef roast trimmed all cooked fat grade pot chuck braised arm,cereal cooked grain,0.39,576,Cereal grains not cooked
13812,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",lean separable 18 beef roast trimmed choice cooked fat pot chuck braised arm,pasta cereal cooked rice,0.391,56,Pastas cooked cereals rice
13814,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",select lean separable 18 beef roast trimmed cooked fat pot chuck braised arm,batter cooked casserole other vegetable sauce,0.348,754,Other cooked vegetables cooked with sauces batters casseroles
13816,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",lean blade separable beef 18 roast trimmed all cooked fat braised chuck grade,cereal cooked grain,0.382,576,Cereal grains not cooked
13829,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",6 12 lean separable 18 beef whole choice trimmed cooked fat roasted rib,noodle whole cooked wheat,0.386,56113,Noodles cooked whole wheat
13840,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",6 lean separable 18 beef all trimmed cooked large end fat roasted grade rib 9,veal roasted,0.363,2321,Veal roasted
13864,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",cut raw lean separable 18 beef choice trimmed fat round full,beef cut,0.403,21000,Beef NS cut
13865,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",cut lean separable 18 beef choice trimmed cooked fat broiled round full,beef cut,0.374,21000,Beef NS cut
13884,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",lean separable 18 beef roast tip trimmed all cooked fat roasted round grade,veal roasted,0.501,2321,Veal roasted
13886,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",lean separable 18 beef roast tip trimmed choice cooked fat roasted round,veal roasted,0.482,2321,Veal roasted
13888,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",select lean separable 18 beef roast tip trimmed cooked fat roasted round,veal roasted,0.474,2321,Veal roasted
13892,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",lean separable 18 beef top trimmed all cooked fat braised round grade,cereal cooked grain,0.404,576,Cereal grains not cooked
13893,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",lean separable 18 beef top trimmed all cooked fat broiled steak round grade,beef steak,0.428,211,Beef steak
13912,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",loin grilled lean separable 18 beef top trimmed choice cooked fat short steak,beef steak,0.402,211,Beef steak
13928,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",lean separable tenderloin beef 18 roast trimmed cooked fat prime roasted,pork tenderloin,0.465,2221,Pork tenderloin
13933,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",lean separable sirloin beef 18 top trimmed choice cooked pan fried fat steak,beef fried,0.416,21003,Beef NS fried
13959,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",0 grilled lean separable beef top trimmed all cooked fat steak round grade boneless,beef steak,0.401,211,Beef steak
14003,"Alcoholic beverage, beer, regular, all",beverage regular all alcoholic beer,beverage alcoholic,0.816,93,Alcoholic beverages
14006,"Alcoholic beverage, beer, light",beverage light beer alcoholic,beverage alcoholic,0.853,93,Alcoholic beverages
14013,"Alcoholic beverage, beer, light, low carb",beverage light alcoholic beer low carb,beverage alcoholic,0.794,93,Alcoholic beverages
14016,"Beverages, almond milk, sweetened, vanilla flavor, ready-to-drink",milk beverage sweetened almond flavor drink ready vanilla,fluid flavored milk drink,0.52,115,Flavored milk and milk drinks fluid
14021,"Beverages,  Energy drink, Citrus",citrus drink energy beverage,drink energy,0.687,9531,Energy drinks
14022,"Beverages, MONSTER energy drink, low carb",beverage drink energy monster low carb,drink energy,0.645,9531,Energy drinks
