Ingredient code,Ingredient description,ingredient_clean,taxon_clean,Similarity,Level.code,taxon.food.description
7069,"Salami, cooked, beef and pork",beef cooked pork salami,pork,0.488,22,Pork
7070,"Salami, cooked, turkey",cooked turkey salami,turkey,0.673,242,Turkey
7072,"Salami, dry or hard, pork, beef",dry pork salami beef hard,chard,0.443,72104,Chard
7073,"Sandwich spread, pork, beef",pork sandwich beef spread,sandwich pork,0.795,2752,Pork sandwiches
7078,"Thuringer, cervelat, summer sausage, beef, pork",cervelat pork beef summer thuringer sausage,sausage,0.462,2522,Sausages
7081,"Turkey breast, sliced, prepackaged",prepackaged sliced turkey breast,turkey,0.466,242,Turkey
7083,"Sausage, Vienna, canned, chicken, beef, pork",pork beef chicken vienna sausage canned,sausage,0.5,2522,Sausages
7089,"Sausage, Italian, pork, cooked",italian sausage cooked pork,sausage,0.604,2522,Sausages
7905,"Frankfurter, beef, pork, and turkey, fat free",turkey pork beef free fat frankfurter,frankfurter,0.742,2521,Frankfurters
7906,"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium",pork added reduced ham minced ascorbic acid spam le chicken meat includes sodium luncheon 25 canned,reduced cheddar sodium,0.459,1411,Cheddar reduced sodium
7908,"Luncheon meat, pork with ham, minced, canned, includes SPAM (Hormel)",pork hormel ham minced spam meat includes luncheon canned,luncheon meat,0.587,2523,Luncheon meats
7909,"Luncheon meat, pork and chicken, minced, canned, includes SPAM Lite",pork lite spam minced chicken meat includes luncheon canned,luncheon meat,0.591,2523,Luncheon meats
7951,"Scrapple, pork",scrapple pork,apple applesauce,0.541,63101,Apple or applesauce
7954,"Beef sausage, pre-cooked",beef sausage cooked pre,sausage,0.736,2522,Sausages
7956,"Beef sausage, fresh, cooked",beef sausage cooked fresh,sausage,0.688,2522,Sausages
7961,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",prepackaged deli sliced chicken seasoned rotisserie breast,chicken breast,0.531,2412,Chicken breast
7962,"Frankfurter, meat and poultry, unheated",frankfurter meat poultry unheated,frankfurter,0.699,2521,Frankfurters
7966,"Pork sausage, link/patty, reduced fat, cooked, pan-fried",pork reduced pan cooked linkpatty fried fat sausage,sausage,0.437,2522,Sausages
7968,"Kielbasa, fully cooked, grilled",cooked grilled kielbasa fully,cookie,0.312,53201,Cookie NS
7971,"Bologna, meat and poultry",poultry bologna meat,poultry,0.614,24,Poultry
7973,"Turkey bacon, microwaved",microwaved turkey bacon,turkey,0.465,242,Turkey
7974,"Bacon, turkey, low sodium",turkey bacon sodium low,cracker sodium low,0.587,542,Low sodium crackers
7976,"Sausage, chicken or turkey, Italian style,  lower sodium",italian turkey style lower chicken sodium sausage,sausage,0.441,2522,Sausages
7978,"Pork sausage, reduced sodium, cooked",pork reduced cooked sodium sausage,reduced cheddar sodium,0.594,1411,Cheddar reduced sodium
8001,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN Original",original cereal all bran eat ready kellogg,cereal eat ready,0.553,571,Ready to eat cereals
8002,"Cereals ready-to-eat, POST, ALPHA-BITS",cereal post bit eat ready alpha,cereal eat ready,0.589,571,Ready to eat cereals
8003,"Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS",apple cereal jack eat ready kellogg,cereal eat ready,0.593,571,Ready to eat cereals
8005,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN BRAN BUDS",cereal all bran eat ready bud kellogg,cereal eat ready,0.612,571,Ready to eat cereals
8010,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH",capn cereal eat ready crunch quaker,cereal eat ready,0.578,571,Ready to eat cereals
8011,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES",crunchberries capn cereal eat ready crunch quaker,cereal eat ready,0.426,571,Ready to eat cereals
8012,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",peanut capn cereal butter eat ready crunch quaker,butter peanut cracker,0.581,54327,Crackers peanut butter
8013,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS",cereal cheerio mill eat ready general,cereal eat ready,0.666,571,Ready to eat cereals
8014,"Cereals ready-to-eat, KELLOGG, KELLOGG'S COCOA KRISPIES",cocoa cereal eat ready krispies kellogg,cereal eat ready,0.529,571,Ready to eat cereals
8015,"Cereals ready-to-eat, POST, COCOA PEBBLES",cocoa cereal post eat ready pebble,cereal eat ready,0.587,571,Ready to eat cereals
8017,"Cereals ready-to-eat, GENERAL MILLS, COOKIE CRISP",crisp cereal mill eat ready cookie general,cereal eat ready,0.618,571,Ready to eat cereals
8018,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",cereal bran eat ready crunchy quaker,cereal eat ready,0.604,571,Ready to eat cereals
8019,"Cereals ready-to-eat, GENERAL MILLS, Corn CHEX",corn cereal mill eat ready chex general,cereal eat ready,0.656,571,Ready to eat cereals
8020,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes",corn flake cereal eat ready kellogg,cereal eat ready,0.612,571,Ready to eat cereals
8023,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRACKLIN' OAT BRAN",cracklin cereal oat bran eat ready kellogg,bran cereal oat,0.599,56208,Oat bran cereal
8025,"Cereals ready-to-eat, RALSTON CRISP RICE",crisp rice cereal eat ready ralston,cereal eat ready,0.609,571,Ready to eat cereals
8028,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN COMPLETE Wheat Flakes",complete flake cereal all bran eat ready wheat kellogg,cereal eat ready,0.569,571,Ready to eat cereals
8029,"Cereals ready-to-eat, POST Bran Flakes",flake cereal post bran eat ready,cereal eat ready,0.692,571,Ready to eat cereals
8030,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROOT LOOPS",loop cereal eat ready froot kellogg,cereal eat ready,0.555,571,Ready to eat cereals
8031,"Cereals ready-to-eat, KELLOGG'S FROSTED MINI-WHEATS, Big Bite",big mini cereal eat ready wheat kellogg bite frosted,cereal eat ready,0.54,571,Ready to eat cereals
8032,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED RICE KRISPIES",rice cereal eat ready krispies kellogg frosted,cereal eat ready,0.526,571,Ready to eat cereals
8034,"Cereals ready-to-eat, POST, FRUITY PEBBLES",fruity cereal post eat ready pebble,cereal eat ready,0.58,571,Ready to eat cereals
8035,"Cereals ready-to-eat, GENERAL MILLS, GOLDEN GRAHAMS",cereal mill graham eat ready golden general,cereal eat ready,0.55,571,Ready to eat cereals
8037,"Cereals ready-to-eat, granola, homemade",granola homemade cereal eat ready,granola bar cereal,0.631,5371,Cereal bars granola bars
8038,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal",grape nut cereal post eat ready,cereal eat ready,0.696,571,Ready to eat cereals
8039,"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes",grape nut flake cereal post eat ready,cereal eat ready,0.64,571,Ready to eat cereals
8045,"Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CHEERIOS",nut cereal cheerio mill honey eat ready general,cereal eat ready,0.604,571,Ready to eat cereals
8046,"Cereals ready-to-eat, POST, Honeycomb Cereal",cereal post eat ready honeycomb,cereal eat ready,0.566,571,Ready to eat cereals
8047,"Cereals ready-to-eat, QUAKER, KING VITAMAN",king cereal vitaman eat ready quaker,cereal eat ready,0.601,571,Ready to eat cereals
8048,"Cereals ready-to-eat, GENERAL MILLS, KIX",cereal mill kix eat ready general,cereal eat ready,0.688,571,Ready to eat cereals
8049,"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",life cereal oat plain eat ready quaker,cereal eat ready,0.617,571,Ready to eat cereals
8050,"Cereals ready-to-eat, GENERAL MILLS, LUCKY CHARMS",cereal mill lucky eat ready charm general,cereal eat ready,0.589,571,Ready to eat cereals
8057,"Cereals ready-to-eat, GENERAL MILLS, Honey Nut CHEX",nut cereal mill honey eat ready chex general,cereal eat ready,0.617,571,Ready to eat cereals
8058,"Cereals ready-to-eat, KELLOGG, KELLOGG'S PRODUCT 19",19 cereal product eat ready kellogg,cereal eat ready,0.555,571,Ready to eat cereals
8059,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP",cereal crunchquisp eat ready sweet quaker,cereal eat ready,0.488,571,Ready to eat cereals
8060,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RAISIN BRAN",cereal raisin bran eat ready kellogg,bread raisin,0.61,51129,Bread raisin
8061,"Cereals ready-to-eat, POST Raisin Bran Cereal",cereal post raisin bran eat ready,bread raisin,0.683,51129,Bread raisin
8064,"Cereals ready-to-eat, GENERAL MILLS, Rice CHEX",rice cereal mill eat ready chex general,cereal eat ready,0.68,571,Ready to eat cereals
8065,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES",rice cereal eat ready krispies kellogg,cereal eat ready,0.558,571,Ready to eat cereals
8066,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",rice cereal eat ready puffed quaker,cereal eat ready,0.627,571,Ready to eat cereals
8067,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K",special cereal k eat ready kellogg,cereal eat ready,0.613,571,Ready to eat cereals
8068,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CORN POPS",corn cereal eat ready pop kellogg,cereal eat ready,0.628,571,Ready to eat cereals
8069,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED FLAKES",flake cereal eat ready kellogg frosted,cereal eat ready,0.587,571,Ready to eat cereals
8071,"Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY SMACKS",smack cereal honey eat ready kellogg,cereal eat ready,0.583,571,Ready to eat cereals
8073,"Cereals ready-to-eat, POST, GOLDEN CRISP",crisp cereal post eat ready golden,cereal eat ready,0.58,571,Ready to eat cereals
8074,"Cereals ready-to-eat, RALSTON TASTEEOS",tasteeos cereal eat ready ralston,cereal eat ready,0.548,571,Ready to eat cereals
8077,"Cereals ready-to-eat, GENERAL MILLS, Whole Grain TOTAL",cereal whole total mill eat ready grain general,cereal eat ready,0.611,571,Ready to eat cereals
8078,"Cereals ready-to-eat, GENERAL MILLS, TRIX",cereal mill trix eat ready general,cereal eat ready,0.68,571,Ready to eat cereals
8081,"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat",nut cereal post honey eat ready wheat shredded,cereal eat ready,0.611,571,Ready to eat cereals
8082,"Cereals ready-to-eat, GENERAL MILLS, Wheat CHEX",cereal mill eat ready wheat chex general,cereal eat ready,0.689,571,Ready to eat cereals
8083,"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",malt corn cereal meal burst eat ready o,cereal eat ready,0.68,571,Ready to eat cereals
8084,"Cereals ready-to-eat, wheat germ, toasted, plain",germ cereal plain eat ready wheat toasted,cereal eat ready,0.678,571,Ready to eat cereals
8085,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ",country germ kretschmer cereal honey sun eat ready wheat crunch,cereal eat ready,0.471,571,Ready to eat cereals
8087,"Cereals ready-to-eat, GENERAL MILLS, Multi-Grain CHEERIOS",multi cereal cheerio mill eat ready grain general,cereal eat ready,0.582,571,Ready to eat cereals
8089,"Cereals ready-to-eat, GENERAL MILLS, WHEATIES",wheaties cereal mill eat ready general,cereal eat ready,0.673,571,Ready to eat cereals
8090,"Cereals, corn grits, white, regular and quick, enriched, dry",grit enriched quick dry corn regular cereal white,quiche,0.424,58125,Quiche
8092,"Cereals, QUAKER, corn grits, instant, plain, dry",instant grit dry corn cereal plain quaker,cornstarch grit cooked cornmeal,0.468,56201,Grits cooked cornmeal or cornstarch
8100,"Cereals, CREAM OF RICE, dry",of dry rice cereal cream,ice cream,0.723,1311,Ice cream
8102,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",of dry regular cereal 10 cream wheat minute,cereal eat ready,0.49,571,Ready to eat cereals
8106,"Cereals, CREAM OF WHEAT, instant, dry",of instant dry cereal cream wheat,cereal eat ready,0.548,571,Ready to eat cereals
8120,"Cereals, oats, regular and quick, not fortified, dry",fortified dry quick regular cereal oat,fruit fortified calcium drink juice flavored,0.504,9258,Fruit juice drinks and fruit flavored drinks fortified with calcium
8122,"Cereals, oats, instant, fortified, plain, dry",instant fortified dry cereal oat plain,water fortified bottled,0.507,942,Water bottled fortified
8138,"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS",malt cereal marshmallow meal eat ready o mateys,cereal marshmallow cookie rice,0.711,53226,Cookie marshmallow with rice cereal
8144,"Cereals, whole wheat hot natural cereal, dry",natural dry whole cereal wheat hot,whole bread wheat,0.637,5120,Whole wheat breads
8146,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",cereal eat ready wheat puffed quaker,cereal eat ready,0.644,571,Ready to eat cereals
8147,"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",big original cereal post eat ready wheat biscuit shredded,cereal eat ready,0.497,571,Ready to eat cereals
8148,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",spoon original cereal post size eat ready wheat shredded,cereal eat ready,0.505,571,Ready to eat cereals
8189,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Low Fat Granola without Raisins",granola without cereal raisin fat eat ready low kellogg,granola bar cereal,0.565,5371,Cereal bars granola bars
8192,"Cereals ready-to-eat, POST SELECTS Blueberry Morning",selects blueberry morning cereal post eat ready,blueberry,0.544,62105,Blueberries
8194,"Cereals ready-to-eat, GENERAL MILLS, REESE'S PUFFS",puff cereal mill eat ready reeses general,cereal eat ready,0.637,571,Ready to eat cereals
8200,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",dry oatmeal cereal multigrain quaker,bread multigrain,0.616,5160,Bread multigrain
8202,"Cereals ready-to-eat, GENERAL MILLS, OATMEAL CRISP, Crunchy Almond",crisp oatmeal almond cereal mill eat ready crunchy general,cereal eat ready,0.554,571,Ready to eat cereals
8204,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",puffed corn cereal flavored eat ready chocolate frosted,chololate other flavored,0.52,1151,Chololate or other flavored
8206,"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS",coco roos malt cereal meal eat ready o,cereal eat ready,0.702,571,Ready to eat cereals
8211,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",cereal honey graham eat ready oh quaker,cereal eat ready,0.576,571,Ready to eat cereals
8214,"Cereals ready-to-eat, QUAKER, Oatmeal Squares",oatmeal cereal eat ready square quaker,cereal eat ready,0.601,571,Ready to eat cereals
8216,"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps",crisp cereal multigrain eat ready toasted quaker,bread multigrain,0.622,5160,Bread multigrain
8218,"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins",granola natural cereal oat raisin honey eat ready wheat 100 quaker,cereal eat ready,0.518,571,Ready to eat cereals
8239,"Cereals ready-to-eat, GENERAL MILLS, Berry Burst CHEERIOS, Triple Berry",cereal cheerio mill burst triple eat ready berry general,cereal eat ready,0.535,571,Ready to eat cereals
8243,"Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CLUSTERS",nut cereal mill honey cluster eat ready general,cereal eat ready,0.602,571,Ready to eat cereals
