Ingredient code,Ingredient description,ingredient_clean,taxon.food.description,taxon_clean,Similarity,Level.code,match,correct_code
19189,"Puddings, chocolate, dry mix, regular, prepared with whole milk",mix prepared milk dry pudding whole regular chocolate,Milk or white chocolate,milk white chocolate,0.517,91705,n,1323
19193,"Puddings, rice, ready-to-eat",eat pudding ready rice,Pudding ready to eat,eat pudding ready,0.929,1322,,
19201,"Puddings, vanilla, ready-to-eat",vanilla eat pudding ready,Pudding ready to eat,eat pudding ready,0.794,1322,,
19202,"Puddings, vanilla, dry mix, instant",vanilla mix instant dry pudding,Rice pudding,pudding rice,0.53,58157,n,1323
19206,"Puddings, vanilla, dry mix, regular",vanilla mix dry pudding regular,Rice pudding,pudding rice,0.531,58157,n,1323
19207,"Puddings, vanilla, dry mix, regular, prepared with whole milk",vanilla mix prepared milk dry pudding whole regular,Vegetable soup prepared with milk,soup prepared milk vegetable,0.462,75611,n,1323
19218,"Puddings, tapioca, ready-to-eat",eat tapioca pudding ready,Pudding ready to eat,eat pudding ready,0.748,1322,,
19226,"Frostings, chocolate, creamy, ready-to-eat",eat ready frosting creamy chocolate,Pie chocolate cream,cream pie chocolate,0.626,53342,n,91309
19230,"Frostings, vanilla, creamy, ready-to-eat",vanilla eat ready frosting creamy,Ready to eat cereals,eat ready cereal,0.439,571,n,91309
19233,"Puddings, vanilla, ready-to-eat, fat free",vanilla eat ready pudding fat free,Pudding ready to eat,eat pudding ready,0.745,1322,,
19234,"Puddings, tapioca, ready-to-eat, fat free",eat ready tapioca pudding fat free,Pudding ready to eat,eat pudding ready,0.71,1322,,
19235,"Puddings, chocolate, ready-to-eat, fat free",eat ready pudding fat free chocolate,Pudding ready to eat,eat pudding ready,0.75,1322,,
19249,"Candies, HERSHEY, REESESTICKS crispy wafers, peanut butter, milk chocolate",reesesticks peanut crispy candy milk butter wafer hershey chocolate,Peanut butter candy,candy peanut butter,0.511,91734,n,9178
19260,"Ice creams, vanilla, light, no sugar added",light vanilla cream ice added sugar,Light ice cream,light ice cream,0.633,1313,,
19263,"Frozen novelties, fruit and juice bars",fruit bar novelty juice frozen,Fruit juice bar frozen,fruit frozen juice bar,0.778,6342,,
19265,"Ice creams, chocolate, light, no sugar added",light cream ice added sugar chocolate,Light ice cream,light ice cream,0.652,1313,,
19270,"Ice creams, chocolate",ice cream chocolate,Pie chocolate cream,cream pie chocolate,0.882,53342,n,1311
19279,"Candies, milk chocolate coated coffee beans",milk candy coffee bean coated chocolate,Chocolate candy,candy chocolate,0.697,91746,n,91703
19280,"Frozen novelties, ice type, lime",ice lime novelty type frozen,Meat NS as to type,meat type,0.454,200,n,6342
19283,"Frozen novelties, ice type, pop",ice pop type novelty frozen,Meat NS as to type,meat type,0.442,200,n,6342
19293,"Frozen yogurts, vanilla, soft-serve",vanilla yogurt soft serve frozen,Yogurt vanilla,vanilla yogurt,0.713,1142,n,1145
19294,"Fruit butters, apple",fruit apple butter,Fruit butter,fruit butter,0.811,91403,,
19296,Honey,honey,Honey,honey,1,91302,,
19297,Jams and preserves,preserve jam,Jellies jams preserves,jelly preserve jam,0.806,914,,
19300,Jellies,jelly,Jelly,jelly,1,91401,,
19303,"Marmalade, orange",marmalade orange,Marmalade,marmalade,0.829,91404,,
19304,Molasses,molasses,Bread molasses,molasses bread,0.902,51115,n,91310
19322,"Puddings, coconut cream, dry mix, instant",mix instant cream coconut dry pudding,Coconut pudding,coconut pudding,0.742,9156,,
19324,"Puddings, coconut cream, dry mix, regular",mix cream coconut dry pudding regular,Coconut pudding,coconut pudding,0.734,9156,,
19334,"Sugars, brown",brown sugar,Sugar brown,brown sugar,1,91102,,
19335,"Sugars, granulated",granulated sugar,Sugars and sugarsugar substitute blends,blend sugarsugar sugar substitute,0.527,911,n,91101
19336,"Sugars, powdered",powdered sugar,Sugars and sugarsugar substitute blends,blend sugarsugar sugar substitute,0.545,911,n,91101
19337,"Sweeteners, tabletop, aspartame, EQUAL, packets",sweetener tabletop equal aspartame packet,Aspartame,aspartame,0.547,91201,,
19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",genuine lite syrup flavored hershey chocolate,Chololate or other flavored,flavored chololate other,0.5,1151,n,91307
19348,"Syrups, chocolate, fudge-type",chocolate type fudge syrup,Cookie chocolate or fudge,cookie fudge chocolate,0.688,53207,n,91307
19349,"Syrups, corn, dark",corn dark syrup,Thin syrups,syrup thin,0.56,91301,n,91311
19350,"Syrups, corn, light",light corn syrup,Thin syrups,syrup thin,0.548,91301,n,91311
19351,"Syrups, corn, high-fructose",high corn fructose syrup,Fructose sugar substitute,sugar substitute fructose,0.472,91105,n,91312
19353,"Syrups, maple",maple syrup,Sugar maple,maple sugar,0.568,91103,n,91313
19355,"Syrups, sorghum",sorghum syrup,Thin syrups,syrup thin,0.447,91301,n,91314
19360,"Syrups, table blends, pancake, with 2% maple",pancake 2 syrup table maple blend,Pancake syrup,pancake syrup,0.67,91300,n,91300
19364,"Toppings, butterscotch or caramel",butterscotch caramel topping,Butterscotch,butterscotch,0.766,91702,,
19365,"Toppings, marshmallow cream",cream marshmallow topping,Marshmallow,marshmallow,0.798,91723,,
19367,"Toppings, nuts in syrup",nut syrup topping,Toppings,topping,0.715,91304,,
19370,"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",mar size original candy snackfood bite u skittle,Snack cake,cake snack,0.308,53108,n,91700
19400,"Snacks, banana chips",banana snack chip,Banana,banana,0.791,62107,,
19404,"Snacks, granola bars, soft, uncoated, chocolate chip",granola bar chip uncoated soft snack chocolate,Cookie chocolate chip,cookie chip chocolate,0.566,53206,n,5371
19410,"Snack, potato chips, made from dried potatoes, plain",plain made from chip dried potato snack,White potato chips,potato chip white,0.503,71201,,
19411,"Snacks, potato chips, plain, salted",salted plain chip potato snack,White potato chips unsalted,potato chip unsalted white,0.652,71202,,
19415,"Snacks, potato sticks",potato snack stick,White potato sticks,potato stick white,0.71,71205,,
19434,"Cheese puffs and twists, corn based, baked, low fat",puff corn low twist baked fat based cheese,Cheese based salad,salad based cheese,0.511,1467,n,54401
19435,"Snacks, granola bar, fruit-filled, nonfat",fruit granola bar nonfat filled snack,Cereal bars granola bars,granola bar cereal,0.532,5371,,
19438,"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares",treat rice square kellogg krispies snack,Pie squash,squash pie,0.381,53347,n,5371
19441,"Snacks, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",fruit kellogg bar nutri snack grain cereal,Cereal grains not cooked,cooked grain cereal,0.473,576,n,5371
19524,"Snacks, taro chips",taro snack chip,Snack mix,mix snack,0.526,54420,n,71980
19814,"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",plain made pretzel hard flour unsalted enriched snack,Pretzels,pretzel,0.487,54408,,
19823,"Potato chips, without salt, reduced fat",reduced chip without salt potato fat,White potato chips,potato chip white,0.581,71201,n,71202
19833,"Snacks, tortilla chips, low fat, unsalted",chip unsalted low tortilla fat snack,Tortillas,tortilla,0.594,5221,n,54401
19858,"Candies, sugar-coated almonds",candy almond sugar coated,Low sugar candy,low candy sugar,0.639,9177,n,91701
19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",alkali hi cocoa breakfast powder dry processed fat,Cheese processed,processed cheese,0.46,1441,n,952
19866,"Candies, soft fruit and nut squares",fruit square nut candy soft,Fruit candy,fruit candy,0.583,91708,,
19867,"Ice creams, vanilla, fat free",vanilla cream ice fat free,Fat free ice cream,ice fat free cream,0.741,1316,,
19868,"Sweeteners, tabletop, sucralose, SPLENDA packets",sweetener tabletop sucralose splenda packet,Sweet crackers,sweet cracker,0.435,541,n,91202
19871,"Frozen novelties, No Sugar Added, FUDGSICLE pops",novelty fudgsicle added pop sugar frozen,Ices or popsicles,ice popsicle,0.365,916,,
19896,"Candies, REESE's Fast Break, milk chocolate, peanut butter, soft nougats, candy bar",reeses break peanut bar milk candy nougat soft butter fast chocolate,Peanut butter candy,candy peanut butter,0.577,91734,,
19898,"Ice creams, regular, low carbohydrate, vanilla",vanilla cream ice low carbohydrate regular,Yogurt vanilla,vanilla yogurt,0.377,1142,n,1311
19899,"Ice creams, regular, low carbohydrate, chocolate",cream ice low carbohydrate regular chocolate,Pie chocolate cream,cream pie chocolate,0.551,53342,n,1311
19905,"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",59 69 85 5 cacao 45 60 70 candy 90 chocolate solid dark,Chocolate candy,candy chocolate,0.372,91746,n,91748
19910,"Candies, crispy bar with peanut butter filling",peanut bar filling crispy candy butter,Peanut butter candy,candy peanut butter,0.684,91734,,
19912,"Sweetener, syrup, agave",agave sweetener syrup,Agave liquid,liquid agave,0.439,91109,,
19913,"Candies, NESTLE, BUTTERFINGER Crisp",butterfinger candy nestle crisp,Peanut butter candy,candy peanut butter,0.462,91734,,
19914,"Candies, M&M MARS 3 MUSKETEERS Truffle Crisp",3 crisp mar musketeer candy truffle mm,Toffee and truffles,toffee truffle,0.446,9176,n,9178
19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",genuine lite syrup sugar flavored free hershey chocolate,Chololate or other flavored,flavored chololate other,0.474,1151,n,91307
19917,"Candies, M&M MARS Pretzel Chocolate Candies",pretzel mar candy mm chocolate,Pretzels,pretzel,0.677,54408,n,91746
19918,"Sweetener, herbal extract powder from Stevia leaf",sweetener from powder leaf extract herbal stevia,Herbal extract sweetener,sweetener extract herbal,0.77,91108,,
19919,"Candies, fruit snacks, with high vitamin C",high fruit c candy vitamin snack,Fruit juice drinks and fruit flavored drinks with high vitamin C,high fruit c drink juice flavored vitamin,0.627,9253,n,682
19920,"Jams, preserves, marmalades, sweetened with fruit juice",sweetened fruit marmalade preserve jam juice,Marmalade,marmalade,0.549,91404,,
19921,"Candies, Tamarind",tamarind candy,Tamarind,tamarind,0.867,62126,n,680
19922,"Candies, coconut bar, not chocolate covered",covered bar coconut candy chocolate,Coconut candy,coconut candy,0.73,91706,,
19923,"Candies, HERSHEYS, PAYDAY Bar",payday candy hershey bar,Candies,candy,0.366,917,n,91731
19924,"Syrup, NESTLE, chocolate",chocolate nestle syrup,Cake chocolate,cake chocolate,0.517,53105,n,91307
20005,"Barley, pearled, raw",raw barley pearled,Bread barley,barley bread,0.8,51801,n,563
20006,"Barley, pearled, cooked",cooked barley pearled,Bread barley,barley bread,0.772,51801,n,563
20010,"Buckwheat groats, roasted, cooked",cooked buckwheat groat roasted,Cereal cooked barley or buckwheat,cooked buckwheat barley cereal,0.632,56200,n,563
20011,"Buckwheat flour, whole-groat",flour buckwheat whole groat,Cereal cooked barley or buckwheat,cooked buckwheat barley cereal,0.57,56200,n,563
20012,"Bulgur, dry",bulgur dry,Wheat cream of bulgur couscous,cream of couscous bulgur wheat,0.504,56206,n,568
20013,"Bulgur, cooked",cooked bulgur,Wheat cream of bulgur couscous,cream of couscous bulgur wheat,0.519,56206,n,568
20017,"Corn flour, masa, enriched, white",masa flour corn white enriched,Corn flour,flour corn,0.582,52207,,
20019,"Corn flour, masa, unenriched, white",masa flour corn white unenriched,Corn flour,flour corn,0.545,52207,,
20022,"Cornmeal, degermed, enriched, yellow",enriched cornmeal yellow degermed,Waffle cornmeal,waffle cornmeal,0.452,55204,n,564
20027,Cornstarch,cornstarch,Grits cooked cornmeal or cornstarch,cooked cornmeal cornstarch grit,0.738,56201,n,564
20029,"Couscous, cooked",cooked couscous,Wheat cream of bulgur couscous,cream of couscous bulgur wheat,0.707,56206,n,568
20030,"Hominy, canned, white",hominy canned white,White beans canned,bean canned white,0.599,411012,n,564
20032,"Millet, cooked",cooked millet,Millet or oatmeal,oatmeal millet,0.541,56202,n,565
20033,"Oat bran, raw",bran raw oat,Oat bran cereal,bran cereal oat,0.7,56208,n,569
20036,"Rice, brown, long-grain, raw",rice long raw brown grain,Rice brown with vegetables,brown vegetable rice,0.544,58161,n,5621
20037,"Rice, brown, long-grain, cooked",rice long cooked brown grain,Cereal grains not cooked,cooked grain cereal,0.545,576,n,5621
20044,"Rice, white, long-grain, regular, raw, enriched",regular rice long raw white enriched grain,Rice,rice,0.442,56205,n,5620
20045,"Rice, white, long-grain, regular, enriched, cooked",regular rice long white cooked enriched grain,Cooked cereals rice,cooked rice cereal,0.476,562,n,5620
20055,"Rice, white, glutinous, unenriched, cooked",rice white glutinous cooked unenriched,Cooked cereals rice,cooked rice cereal,0.411,562,n,5620
20061,"Rice flour, white, unenriched",flour unenriched white rice,Rice flour cakes,flour cake rice,0.548,557,n,5760
20064,"Rye flour, medium",flour medium rye,Flour and dry mixes,flour mix dry,0.529,50,n,5761
20068,"Tapioca, pearl, dry",tapioca dry pearl,Pear,pear,0.421,62119,n,71930
20077,"Wheat bran, crude",bran crude wheat,Strudel,strudel,0.445,53440,n,569
20080,"Wheat flour, whole-grain",flour whole grain wheat,Whole grain wheat or whole grain white,white whole grain wheat,0.745,51300,n,501
20081,"Wheat flour, white, all-purpose, enriched, bleached",purpose bleached all flour white enriched wheat,Whole grain wheat or whole grain white,white whole grain wheat,0.423,51300,n,501
20083,"Wheat flour, white, bread, enriched",bread flour white enriched wheat,Bread white,bread white,0.6,51101,n,501
20088,"Wild rice, raw",wild raw rice,Rice,rice,0.493,56205,n,5622
20089,"Wild rice, cooked",cooked wild rice,Cooked cereals rice,cooked rice cereal,0.594,562,n,5622
20106,"Macaroni, vegetable, enriched, cooked",enriched macaroni cooked vegetable,Macaroni cooked vegetable,cooked macaroni vegetable,0.853,56104,,
20109,"Noodles, egg, dry, enriched",enriched egg noodle dry,Noodles,noodle,0.596,5611,,
20110,"Noodles, egg, enriched, cooked",cooked enriched egg noodle,Noodles cooked,cooked noodle,0.723,56112,,
20112,"Noodles, egg, spinach, enriched, cooked",egg spinach cooked enriched noodle,Noodles cooked spinach,cooked noodle spinach,0.809,56114,,
20113,"Noodles, chinese, chow mein",chinese noodle mein chow,Chow mein or long rice noodles,rice long mein chow noodle,0.749,56116,,
20118,"Noodles, flat, crunchy, Chinese restaurant",chinese flat restaurant crunchy noodle,Noodles,noodle,0.435,5611,,
20120,"Pasta, dry, enriched",enriched dry pasta,Pastas,pasta,0.505,561,,
20121,"Pasta, cooked, enriched, without added salt",added without salt cooked enriched pasta,Pastas cooked cereals rice,cooked rice pasta cereal,0.515,56,n,561
20125,"Pasta, whole-wheat, cooked",cooked whole pasta wheat,Noodles cooked whole wheat,cooked noodle whole wheat,0.725,56113,n,56133
20134,"Rice noodles, cooked",cooked noodle rice,Noodles cooked,cooked noodle,0.919,56112,n,56116
20137,"Quinoa, cooked",cooked quinoa,Quinoa,quinoa,0.878,56204,n,567
20345,"Rice, white, long-grain, regular, cooked, enriched, with salt",regular rice long white salt cooked enriched grain,Cooked cereals rice,cooked rice cereal,0.476,562,n,5620
20445,"Rice, white, long-grain, regular, unenriched, cooked without salt",regular rice long white without salt cooked unenriched grain,White potato skins fried with or without cheese,skin white without potato fried cheese,0.454,71410,n,5620
20481,"Wheat flour, white, all-purpose, unenriched",purpose all flour white unenriched wheat,Whole grain wheat or whole grain white,white whole grain wheat,0.421,51300,n,501
20657,"Pasta, gluten-free, corn and rice flour, cooked",rice flour corn gluten cooked free pasta,Corn flour,flour corn,0.593,52207,n,5612
21003,"Fast foods, biscuit, with egg and bacon",bacon biscuit food egg fast,Biscuits,biscuit,0.667,521,n,27520
21004,"Fast foods, biscuit, with egg and ham",biscuit ham food egg fast,Biscuits,biscuit,0.706,521,n,27521
21005,"Fast Foods, biscuit, with egg and sausage",biscuit food egg sausage fast,Biscuits,biscuit,0.611,521,n,27522
21007,"Fast foods, biscuit, with egg, cheese, and bacon",cheese bacon biscuit food egg fast,Biscuits,biscuit,0.614,521,n,27523
21008,"Fast foods, biscuit, with ham",food biscuit fast ham,Biscuits,biscuit,0.759,521,n,27524
21009,"Fast foods, biscuit, with sausage",food biscuit fast sausage,Biscuits,biscuit,0.65,521,n,27525
21010,"Fast foods, biscuit, with crispy chicken fillet",biscuit chicken fillet food crispy fast,Biscuits,biscuit,0.559,521,n,27540
21012,"Fast foods, croissant, with egg, cheese, and bacon",bacon croissant fast food egg cheese,Croissant,croissant,0.667,51166,n,27526
21013,"Fast foods, croissant, with egg, cheese, and ham",ham croissant fast food egg cheese,Croissant,croissant,0.693,51166,n,27527
21014,"Fast foods, croissant, with egg, cheese, and sausage",croissant fast food egg sausage cheese,Croissant,croissant,0.642,51166,n,27528
21018,"Fast foods, egg, scrambled",food scrambled egg fast,Egg omelet or scrambled,omelet scrambled egg,0.733,3213,,
21020,"Fast foods, english muffin, with cheese and sausage",sausage fast food english muffin cheese,Muffin English,english muffin,0.732,51186,n,27530
21021,"Fast foods, english muffin, with egg, cheese, and canadian bacon",cheese bacon canadian food egg english muffin fast,Muffin English,english muffin,0.659,51186,n,27531
21022,"Fast foods, english muffin, with egg, cheese, and sausage",cheese sausage food egg english muffin fast,Muffin English,english muffin,0.707,51186,n,27532
21024,"Fast foods, french toast sticks",stick food toast french fast,French toast,french toast,0.79,553,,
21026,"Fast foods, potatoes, hash browns, round pieces or patty",food round potato patty hash brown fast piece,White potato hash brown,potato hash brown white,0.632,71405,,
21028,"Fast foods, vanilla, light, soft-serve ice cream, with cone",vanilla light cone cream ice food soft fast serve,Light ice cream,light ice cream,0.551,1313,,
21061,"Fast foods, burrito, with beans and cheese",cheese food bean burrito fast,Cheeses,cheese,0.443,14,n,58100
21064,"Fast foods, burrito, with beans, cheese, and beef",cheese beef food bean burrito fast,Beans with beef,bean beef,0.54,41207,n,58100
21078,"Fast foods, nachos, with cheese",food cheese fast nacho,Cheeses,cheese,0.593,14,n,58104
21080,"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",beef fast food bean ground nacho tomato cheese,Beans and tomatoes,bean tomato,0.563,41202,n,58104
21082,"Fast foods, taco with beef, cheese and lettuce, hard shell",cheese beef hard shell food taco lettuce fast,Crab hard shell,shell crab hard,0.506,26305,n,58101
21089,"Fast foods, cheeseburger; single, regular patty; plain",plain cheeseburger single food patty fast regular,Regular salad dressings,salad dressing regular,0.446,831,n,2771
21090,"Fast foods, cheeseburger; single, regular patty, with condiments",condiment cheeseburger single food patty fast regular,Regular salad dressings,salad dressing regular,0.396,831,n,2771
21091,"Fast foods, cheeseburger; single, regular patty, with condiments and vegetables",condiment cheeseburger single food patty fast regular vegetable,Cottage cheese with fruit or vegetables,fruit cottage cheese vegetable,0.46,14202,n,2771
21094,"Fast foods, cheeseburger, double, regular patty and bun, with condiments",condiment cheeseburger bun food double patty fast regular,Cheese pimento,pimento cheese,0.36,14411,n,2771
21096,"Fast foods, cheeseburger; single, large patty; plain",plain cheeseburger single food patty large fast,Large game,game large,0.421,2332,n,2771
21102,"Fast foods, chicken fillet sandwich, plain with pickles",plain sandwich pickle chicken fillet food fast,Chicken,chicken,0.508,241,n,27541
21105,"Fast foods, fish sandwich, with tartar sauce",fish sandwich sauce food tartar fast,Fish shellfish sandwiches,fish shellfish sandwich,0.535,2755,,
21106,"Fast foods, fish sandwich, with tartar sauce and cheese",fish cheese sandwich sauce food tartar fast,Fish shellfish sandwiches,fish shellfish sandwich,0.531,2755,,
21107,"Fast foods, hamburger; single, regular patty; plain",plain single food hamburger patty fast regular,Regular salad dressings,salad dressing regular,0.442,831,n,2770
21108,"Fast foods, hamburger; single, regular patty; with condiments",condiment single food hamburger patty fast regular,Regular salad dressings,salad dressing regular,0.39,831,n,2770
21121,"Fast foods, roast beef sandwich, plain",beef plain sandwich food roast fast,Beef sandwiches,beef sandwich,0.675,2751,n,2751
21124,"Fast foods, submarine sandwich, cold cut on white bread with lettuce and tomato",bread sandwich cut lettuce white food submarine on tomato cold fast,Tomato sandwiches,tomato sandwich,0.57,747,n,27533
21125,"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",beef bread sandwich lettuce white food submarine on roast tomato fast,Tomato sandwiches,tomato sandwich,0.558,747,n,2751
21126,"Fast foods, submarine sandwich, tuna on white bread with lettuce and tomato",bread sandwich lettuce white food submarine on tomato tuna fast,Tomato sandwiches,tomato sandwich,0.573,747,n,27550
21129,"Fast foods, hush puppies",puppy food hush fast,Hush puppy,puppy hush,0.882,52209,,
21130,"Fast foods, onion rings, breaded and fried",onion breaded fast food fried ring,Ham fried breaded fresh,breaded ham fresh fried,0.549,2230,n,75420
21138,"Fast foods, potato, french fried in vegetable oil",oil food french potato fried fast vegetable,Beef with vegetable no potatoes,potato beef vegetable,0.637,2741,n,71401
21139,"Fast foods, potato, mashed",potato food mashed fast,White potato mashed,potato mashed white,0.744,71501,,
21142,"Fast food, biscuit",biscuit fast,Biscuits,biscuit,0.896,521,,
21151,"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",bread sandwich onion chicken lettuce white sauce food submarine sweet teriyaki on tomato fast,Tomato sandwiches,tomato sandwich,0.484,747,n,27541
21153,"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",beef turkey bread sandwich ham lettuce white food submarine on roast tomato fast,Tomato sandwiches,tomato sandwich,0.525,747,n,2751
21154,"Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato",bread sandwich roasted chicken lettuce white food submarine oven on tomato fast,Tomato sandwiches,tomato sandwich,0.539,747,n,27541
21155,"Fast foods, submarine sandwich, turkey breast on white bread with lettuce and tomato",turkey bread sandwich lettuce white food submarine breast on tomato fast,Tomato sandwiches,tomato sandwich,0.527,747,n,27542
21156,"Fast foods, submarine sandwich, ham on white bread with lettuce and tomato",bread sandwich ham lettuce white food submarine on tomato fast,Tomato sandwiches,tomato sandwich,0.596,747,n,27534
21158,"Fast foods, submarine sandwich, meatball marinara on white bread",marinara meatball bread sandwich white food submarine on fast,Meat substitute sandwiches,meat sandwich substitute,0.417,419,n,27510
21160,"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",cheese bread sandwich steak lettuce white food submarine on tomato fast,Tomato sandwiches,tomato sandwich,0.56,747,n,2751
21162,"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",on bread sandwich bacon white food submarine lettuce tomato fast,Tomato sandwiches,tomato sandwich,0.577,747,n,27536
21202,"Fast foods, hamburger, large, single patty, with condiments",condiment single food patty large fast hamburger,Large game,game large,0.423,2332,n,2770
21224,"Pizza, cheese topping, regular crust, frozen, cooked",pizza crust cooked frozen cheese regular topping,Pizza no cheese or white pizza,cheese white pizza,0.569,58107,n,58106
21225,"Pizza, cheese topping, rising crust, frozen, cooked",crust cooked rising frozen cheese pizza topping,Pizza no cheese or white pizza,cheese white pizza,0.563,58107,n,58106
21226,"Pizza, meat and vegetable topping, regular crust, frozen, cooked",meat vegetable crust cooked frozen pizza regular topping,Pizza,pizza,0.503,58106,,
21227,"Pizza, meat and vegetable topping, rising crust, frozen, cooked",meat vegetable crust cooked rising frozen pizza topping,Pizza,pizza,0.504,58106,,
21229,"Fast foods, chicken, breaded and fried, boneless pieces, plain",boneless plain chicken breaded food fried fast piece,Ham fried breaded fresh,breaded ham fresh fried,0.472,2230,n,24190
21230,"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise",sandwich mayonnaise chicken food crispy lettuce filet fast,Lettuce salad,salad lettuce,0.412,75143,n,27541
21299,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust",crust chain 14 fast topping cheese regular pizza,Pizza no cheese or white pizza,cheese white pizza,0.542,58107,n,58106
21300,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust",crust chain 14 fast thick topping cheese pizza,Pizza no cheese or white pizza,cheese white pizza,0.575,58107,n,58106
21301,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",crust chain thin 14 fast topping cheese pizza,Pizza no cheese or white pizza,cheese white pizza,0.574,58107,n,58106
21302,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust",pepperoni crust chain 14 topping fast regular pizza,Toppings,topping,0.481,91304,n,58106
21303,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust",pepperoni crust chain 14 thick topping fast pizza,Toppings,topping,0.491,91304,n,58106
21304,"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust",meat vegetable crust chain 14 topping fast regular pizza,Pizza,pizza,0.461,58106,,
21305,"Fast foods, griddle cake sandwich, egg, cheese, and sausage",cheese cake sandwich food egg sausage fast griddle,Egg sandwiches,egg sandwich,0.574,322,,
21306,"Fast foods, griddle cake sandwich, sausage",cake sandwich food sausage fast griddle,Sausages,sausage,0.535,2522,n,322
21307,"Fast foods, griddle cake sandwich, egg, cheese, and bacon",cheese cake sandwich bacon food egg fast griddle,Egg sandwiches,egg sandwich,0.571,322,,
21389,"Fast foods, hamburger; double, large patty; with condiments, vegetables and mayonnaise",condiment mayonnaise food double patty large fast hamburger vegetable,Vegetables,vegetable,0.409,7,n,2770
21390,"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",condiment single mayonnaise food patty large fast hamburger vegetable,Vegetables,vegetable,0.386,7,n,2770
21395,"Fast foods, cheeseburger; double, regular patty; with condiments",condiment cheeseburger food double patty fast regular,Cheese pimento,pimento cheese,0.374,14411,n,2771
21397,"Fast foods, cheeseburger; single, large patty; with condiments, vegetables and mayonnaise",condiment cheeseburger single mayonnaise food patty large fast vegetable,Cottage cheese with fruit or vegetables,fruit cottage cheese vegetable,0.418,14202,n,2771
21398,"Fast foods, cheeseburger; single, large patty; with condiments",condiment cheeseburger single food patty large fast,Large game,game large,0.397,2332,n,2771
21400,"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",condiment cheeseburger bun sauce food double decker special patty fast regular,Cheese based sauce,sauce based cheese,0.358,1465,n,2771
21401,"Fast foods, chicken tenders",tender food chicken fast,Chicken,chicken,0.601,241,n,24190
21410,"Fast foods, bagel, with egg, sausage patty, cheese, and condiments",cheese condiment bagel food egg sausage patty fast,Sausages,sausage,0.53,2522,n,27535
21411,"Fast foods, bagel, with breakfast steak, egg, cheese, and condiments",cheese condiment bagel steak breakfast food egg fast,Breakfast tart,tart breakfast,0.576,5353,n,27511
21412,"Light Ice Cream, soft serve, blended with milk chocolate candies",light cream ice blended milk candy soft serve chocolate,Chocolate candy,candy chocolate,0.563,91746,n,1313
21413,"Light Ice Cream, soft serve, blended with cookie pieces",light piece cream ice blended cookie soft serve,Light ice cream,light ice cream,0.544,1313,,
21461,"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",cheese sandwich bacon mayonnaise chicken food grilled lettuce tomato club fast,Tomato sandwiches,tomato sandwich,0.509,747,n,27541
21462,"Fast foods, crispy chicken, bacon, and tomato club sandwich, with cheese, lettuce, and mayonnaise",cheese sandwich bacon mayonnaise chicken food crispy lettuce tomato club fast,Tomato sandwiches,tomato sandwich,0.504,747,n,27541
21463,"Yogurt parfait, lowfat, with fruit and granola",fruit granola yogurt parfait lowfat,Yogurt parfait,parfait yogurt,0.769,1144,,
21464,"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",meat chicken skin breading food removed breast fried fast,Chicken breast,chicken breast,0.609,2412,,
21465,"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",meat drumstick chicken skin breading food removed fried fast,Chicken drumstick,drumstick chicken,0.646,2414,,
21466,"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",meat chicken skin breading food removed fried fast thigh,Chicken thigh,chicken thigh,0.54,2415,,
21469,"Fast Foods, Fried Chicken, Breast, meat and skin and breading",meat chicken skin breading food breast fried fast,Chicken breast,chicken breast,0.685,2412,,
